Data,Usuari,Paraula,Codi,Rima,Tipus de rima,Num. síl·,Comença per,Incloure NP,Incloure pl.,Dialecte
09/08/2026 23:51:35,usr_msmbvcaf_fros6,bon,NCMS000,ɔ,r.assonant,2,indiferent,no,si,
09/08/2026 23:51:51,usr_msmbvcaf_fros6,merder,NCMS000,e,r.assonant,2,indiferent,no,si,
10/08/2026 0:35:22,usr_msmds63h_xmr4b,caverna,NCFS000,ɛə,r.assonant,4,indiferent,no,si,
10/08/2026 0:35:32,usr_msmds63h_xmr4b,dierna,***,***,r.assonant,4,indiferent,no,si,
10/08/2026 8:25:37,usr_ms7btuyi_nml4w,estable,NCMS000,abblə,r.consonant,0,indiferent,no,si,
10/08/2026 8:27:48,usr_mrx4oknp_u4ni2,calma,NCCS000,almə,r.consonant,0,indiferent,no,si,
10/08/2026 8:27:50,usr_mrx4oknp_u4ni2,calma,NCCS000,almə,r.consonant,0,indiferent,no,si,
10/08/2026 8:47:17,usr_ms7btuyi_nml4w,lavabos,NCMP000,aβus,r.consonant,0,indiferent,no,si,
10/08/2026 8:47:32,usr_ms7btuyi_nml4w,lavabo,NCMS000,aβu,r.consonant,0,indiferent,no,si,
10/08/2026 8:49:39,usr_ms7btuyi_nml4w,cavaller,NCMS000,e,r.consonant,0,indiferent,no,si,
10/08/2026 8:51:34,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,0,indiferent,no,si,
10/08/2026 8:52:49,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,5,indiferent,no,si,
10/08/2026 8:54:52,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,4,indiferent,no,si,
10/08/2026 8:56:53,usr_ms7btuyi_nml4w,menta,NCFS000,entə,r.consonant,0,indiferent,no,si,
10/08/2026 8:57:34,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,5,indiferent,no,si,
10/08/2026 8:57:37,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,5,indiferent,no,si,
10/08/2026 9:02:11,usr_msmvvxzm_pejff,ul,***,***,r.consonant,0,indiferent,no,si,
10/08/2026 9:06:10,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,3,indiferent,no,si,
10/08/2026 9:14:57,usr_msmvi6bs_y8nms,ir,***,***,r.consonant,3,indiferent,no,si,
10/08/2026 9:15:05,usr_msmvi6bs_y8nms,dir,NCMS000,i,r.consonant,3,indiferent,no,si,
10/08/2026 9:17:05,usr_msmwf3ah_cwv0h,mar,NCCS000,ar,r.consonant,0,indiferent,no,si,
10/08/2026 9:17:56,usr_msmwf3ah_cwv0h,torna,NCFS000,ornə,r.consonant,0,indiferent,no,si,
10/08/2026 9:53:59,usr_msmxqj82_mj93n,ills,***,***,r.consonant,0,indiferent,no,si,
10/08/2026 9:54:02,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,2,indiferent,no,si,
10/08/2026 9:54:04,usr_msmxqj82_mj93n,fills,NCMP000,iʎs,r.consonant,0,indiferent,no,si,
10/08/2026 9:54:38,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,3,indiferent,no,si,
10/08/2026 9:57:57,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,5,indiferent,no,si,
10/08/2026 10:02:20,usr_msd66n6o_jw93a,aprèn,VMIP3S00,ɛn,r.consonant,0,indiferent,no,si,
10/08/2026 10:02:33,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,3,indiferent,no,si,
10/08/2026 10:04:20,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,2,indiferent,no,si,
10/08/2026 10:05:06,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,3,indiferent,no,si,
10/08/2026 10:05:10,usr_msmxqj82_mj93n,miralls,NCMP000,aʎs,r.consonant,0,indiferent,no,si,
10/08/2026 10:09:11,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,4,indiferent,no,si,
10/08/2026 10:09:40,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,3,indiferent,no,si,
10/08/2026 10:11:08,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,2,indiferent,no,si,
10/08/2026 10:15:51,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,3,indiferent,no,si,
10/08/2026 10:17:03,usr_msmvi6bs_y8nms,ona,NCFS000,onə,r.consonant,2,indiferent,no,si,
10/08/2026 10:21:27,usr_msma4bkd_1u0pk,història,NCFS000,ɔɾiə,r.consonant,0,indiferent,no,si,
10/08/2026 10:23:18,usr_msma4bkd_1u0pk,atenció,NCFS000,o,r.consonant,0,indiferent,no,si,
10/08/2026 10:32:10,usr_msma4bkd_1u0pk,sis,NCMP000,is,r.consonant,0,indiferent,no,si,
10/08/2026 10:34:58,usr_ms0ddo11_cndf5,tots,NCMP000,ots,r.consonant,0,indiferent,no,si,
10/08/2026 10:44:51,usr_ms0ddo11_cndf5,presumit,AQ0MS0,it,r.consonant,0,indiferent,no,si,
10/08/2026 10:45:32,usr_ms0ddo11_cndf5,números,NCMP000,uməɾus,r.consonant,0,indiferent,no,si,
10/08/2026 10:46:46,usr_ms0ddo11_cndf5,presumit,AQ0MS0,it,r.consonant,0,indiferent,no,si,
10/08/2026 10:47:29,usr_ms0ddo11_cndf5,sis,NCMP000,is,r.consonant,0,indiferent,no,si,
10/08/2026 10:49:00,usr_mslqdiqy_7eg62,benevolents,AQ0CP0,ens,r.consonant,0,indiferent,no,si,
10/08/2026 11:00:12,usr_mslqdiqy_7eg62,jovent,NCMS000,en,r.consonant,0,indiferent,no,si,
10/08/2026 11:04:30,usr_msn098n4_y3stc,palou,NPCNSP0,ɔw,r.consonant,0,indiferent,no,si,
10/08/2026 11:04:34,usr_msn098n4_y3stc,palou,NPCNSP0,ɔw,r.consonant,0,indiferent,no,si,
10/08/2026 11:04:37,usr_msn098n4_y3stc,palou,NPCNSP0,ɔw,r.consonant,0,indiferent,no,si,
10/08/2026 11:04:44,usr_msn098n4_y3stc,palou,NPCNSP0,ɔw,r.consonant,0,indiferent,no,si,
10/08/2026 11:05:04,usr_msn098n4_y3stc,palou,NPCNSP0,ɔw,r.consonant,0,indiferent,no,no,
10/08/2026 11:06:16,usr_msn098n4_y3stc,palou,NPCNSP0,ɔw,r.consonant,0,indiferent,si,si,
10/08/2026 11:29:53,usr_msn160ts_o0gqt,guerra,NCFS000,ɛrə,r.consonant,2,indiferent,no,si,
10/08/2026 11:30:03,usr_msn160ts_o0gqt,guerra,NCFS000,ɛə,r.assonant,2,indiferent,no,si,
10/08/2026 11:32:37,usr_msmvi6bs_y8nms,eja,***,***,r.consonant,0,indiferent,no,no,
10/08/2026 11:32:51,usr_msmvi6bs_y8nms,eja,***,***,r.consonant,3,indiferent,no,no,
10/08/2026 11:32:53,usr_msmvi6bs_y8nms,eja,***,***,r.consonant,3,indiferent,no,no,
10/08/2026 11:32:59,usr_msmvi6bs_y8nms,reja,***,***,r.consonant,3,indiferent,no,no,
10/08/2026 11:33:01,usr_msmvi6bs_y8nms,reja,***,***,r.consonant,3,indiferent,no,no,
10/08/2026 11:33:11,usr_msmvi6bs_y8nms,reja,***,***,r.consonant,3,indiferent,no,si,
10/08/2026 11:33:13,usr_msmvi6bs_y8nms,reja,***,***,r.consonant,3,indiferent,no,si,
10/08/2026 11:33:56,usr_msmvi6bs_y8nms,ella,PP3FSN00,eʎə,r.consonant,3,indiferent,no,no,
10/08/2026 11:37:09,usr_msmvi6bs_y8nms,era,NCFS000,eɾə,r.consonant,3,indiferent,no,no,
10/08/2026 11:37:11,usr_ms0ddo11_cndf5,forats,NCMP000,ats,r.consonant,0,indiferent,no,si,
10/08/2026 11:44:25,usr_ms0ddo11_cndf5,paisatges,NCMP000,adʒəs,r.consonant,0,indiferent,no,si,
10/08/2026 11:45:58,usr_ms0ddo11_cndf5,estil,NCMS000,il,r.consonant,0,indiferent,no,si,
10/08/2026 11:48:42,usr_ms0ddo11_cndf5,retrats,NCMP000,ats,r.consonant,0,indiferent,no,si,
10/08/2026 11:56:44,usr_ms0ddo11_cndf5,estil,NCMS000,il,r.consonant,0,indiferent,no,si,
10/08/2026 12:01:19,usr_msmvi6bs_y8nms,able,***,***,r.consonant,3,indiferent,no,no,
10/08/2026 12:22:13,usr_msmvi6bs_y8nms,able,***,***,r.consonant,0,indiferent,no,si,
10/08/2026 13:12:14,usr_msmxqj82_mj93n,nuca,NCFS000,ukə,r.consonant,0,indiferent,no,si,
10/08/2026 13:16:35,usr_msmxqj82_mj93n,ats,***,***,r.consonant,0,indiferent,no,si,
10/08/2026 13:16:39,usr_msmxqj82_mj93n,parats,NCMP000,ats,r.consonant,0,indiferent,no,si,
10/08/2026 13:32:26,usr_msmxqj82_mj93n,gotegen,VMIP3P00,ɛʒən,r.consonant,0,indiferent,no,si,
10/08/2026 13:39:34,usr_msn5sopt_3rgp8,aturador,NCMS000,o,r.consonant,0,indiferent,no,si,
10/08/2026 14:56:12,usr_ms7pegh6_nl1yr,orelles,NCFP000,ɛʎəs,r.consonant,0,indiferent,no,si,
10/08/2026 14:56:22,usr_ms7pegh6_nl1yr,orelles,NCFP000,ɛə,r.assonant,0,indiferent,no,si,
10/08/2026 14:56:33,usr_ms7pegh6_nl1yr,orelles,NCFP000,ɛə,r.assonant,2,indiferent,no,si,
10/08/2026 16:38:22,usr_ms7pegh6_nl1yr,dret,NCMS000,ɛt,r.consonant,1,indiferent,no,si,
10/08/2026 16:38:33,usr_ms7pegh6_nl1yr,dret,NCMS000,ɛt,r.consonant,2,indiferent,no,si,
10/08/2026 16:57:33,usr_msd66n6o_jw93a,eclipsis,NCMP000,ipsis,r.consonant,0,indiferent,no,si,
10/08/2026 17:32:47,usr_ms7pegh6_nl1yr,dau,NCMS000,aw,r.consonant,2,indiferent,no,si,
10/08/2026 17:33:02,usr_ms7pegh6_nl1yr,dau,NCMS000,aw,r.consonant,0,indiferent,no,si,
10/08/2026 17:35:56,usr_ms7pegh6_nl1yr,genolls,NCMP000,oʎs,r.consonant,0,indiferent,no,si,va
10/08/2026 17:36:20,usr_ms7pegh6_nl1yr,genolls,NCMP000,o,r.assonant,0,indiferent,no,si,nw
10/08/2026 17:42:17,usr_ms7pegh6_nl1yr,genolls,NCMP000,o,r.assonant,2,indiferent,no,si,ba
10/08/2026 17:48:17,usr_ms7pegh6_nl1yr,just,NCMS000,u,r.assonant,2,indiferent,no,si,ca
10/08/2026 17:48:30,usr_ms7pegh6_nl1yr,just,NCMS000,ust,r.consonant,2,indiferent,no,si,ca
10/08/2026 17:48:54,usr_ms7pegh6_nl1yr,just,NCMS000,ust,r.consonant,1,indiferent,no,si,ca
10/08/2026 18:43:25,usr_msngndl5_f1083,casa,NCFS000,azə,r.consonant,0,indiferent,no,si,va
10/08/2026 18:53:36,usr_msngndl5_f1083,rodolins,NCMP000,ins,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:00:57,usr_msngndl5_f1083,vinyetes,NCFP000,ɛtəs,r.consonant,0,indiferent,no,si,nw
10/08/2026 19:04:14,usr_msnhe54k_vo0iv,creatiu,AQ0MS0,iw,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:05:18,usr_msnhe54k_vo0iv,sincer,AQ0MS0,e,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:06:27,usr_msngndl5_f1083,cultura,NCFS000,uɾə,r.consonant,0,indiferent,no,si,ba
10/08/2026 19:07:33,usr_msnhe54k_vo0iv,creatiu,AQ0MS0,iw,r.consonant,0,indiferent,no,si,ba
10/08/2026 19:09:25,usr_msngndl5_f1083,auca,NCFS000,awkə,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:09:32,usr_msngndl5_f1083,rodolí,NCMS000,i,r.consonant,0,indiferent,no,si,nw
10/08/2026 19:09:54,usr_msnhe54k_vo0iv,missatger,NCMS000,e,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:16:27,usr_msepa054_olno7,cos,NCMS000,ɔs,r.consonant,0,indiferent,no,si,ba
10/08/2026 19:16:34,usr_msepa054_olno7,cos,NCMS000,ɔs,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:16:38,usr_msepa054_olno7,cos,NCMS000,ɔs,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:16:47,usr_msepa054_olno7,cos,NCMS000,ɔs,r.consonant,0,indiferent,no,si,nw
10/08/2026 19:16:56,usr_msnhui7e_gm4qw,apropar,VMN00000,a,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:47:32,usr_msnixu20_0f0jt,empatxat,VMP00SM0,at,r.consonant,0,indiferent,no,si,ba
10/08/2026 19:49:41,usr_msnixu20_0f0jt,sentir,VMN00000,i,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:52:59,usr_mrwcdxq6_wuczj,amor,NCCS000,or,r.consonant,0,indiferent,no,si,nw
10/08/2026 19:55:49,usr_mrwcdxq6_wuczj,coníll,***,***,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:55:51,usr_mrwcdxq6_wuczj,coníll,***,***,r.consonant,0,indiferent,no,si,nw
10/08/2026 19:55:54,usr_mrwcdxq6_wuczj,coníll,***,***,r.consonant,0,indiferent,no,si,va
10/08/2026 19:56:00,usr_mrwcdxq6_wuczj,aqui,***,***,r.consonant,0,indiferent,no,si,ba
10/08/2026 19:56:02,usr_msnixu20_0f0jt,sentir,VMN00000,i,r.assonant,0,indiferent,no,si,nw
10/08/2026 19:56:04,usr_mrwcdxq6_wuczj,aqui,***,***,r.consonant,0,indiferent,no,si,ca
10/08/2026 19:56:17,usr_mrwcdxq6_wuczj,aquí,ZRG,i,r.consonant,0,indiferent,no,si,va
10/08/2026 19:56:24,usr_mrwcdxq6_wuczj,aquí,ZRG,i,r.assonant,0,indiferent,no,si,nw
10/08/2026 20:02:12,usr_msnjgp6t_mh5ir,mal,NCMS000,al,r.consonant,0,indiferent,no,si,ca
10/08/2026 20:13:22,usr_msnjgp6t_mh5ir,vista,NCFS000,istə,r.consonant,0,indiferent,no,si,nw
10/08/2026 20:16:18,usr_msnjgp6t_mh5ir,vista,NCFS000,iə,r.assonant,0,indiferent,no,si,va
10/08/2026 20:16:29,usr_msnjgp6t_mh5ir,vista,NCFS000,iə,r.assonant,0,indiferent,no,si,ca
10/08/2026 20:16:51,usr_msnjgp6t_mh5ir,vista,NCFS000,iə,r.assonant,0,indiferent,no,si,ca
10/08/2026 20:42:51,usr_msnkwz1m_93i48,era,NCFS000,eɾə,r.consonant,0,indiferent,no,si,ca
10/08/2026 20:43:04,usr_msnkxab4_bfslx,fenomen,NCMS000,ɔmən,r.consonant,0,indiferent,no,si,nw
10/08/2026 20:43:14,usr_msnkxab4_bfslx,fenomen,NCMS000,ɔmən,r.consonant,0,indiferent,no,si,ba
10/08/2026 20:55:09,usr_msnkxab4_bfslx,únics,AQ0MP0,uniks,r.consonant,0,indiferent,no,si,ba
10/08/2026 21:34:59,usr_msg99rht_qkano,gent,NCFS000,en,r.consonant,0,indiferent,no,si,va
10/08/2026 21:52:26,usr_msg99rht_qkano,gram,NCMS000,am,r.consonant,0,indiferent,no,si,ba
10/08/2026 22:22:10,usr_msnogwl7_6e0bz,remei,NCMS000,ɛj,r.consonant,0,indiferent,no,si,ba
10/08/2026 22:22:36,usr_msnogwl7_6e0bz,remei,NCMS000,ɛ,r.assonant,0,indiferent,si,si,va
11/08/2026 0:43:42,usr_mrwcdxq6_wuczj,estimat,AQ0MS0,at,r.consonant,0,indiferent,no,si,va
11/08/2026 0:43:43,usr_mrwcdxq6_wuczj,estimat,AQ0MS0,at,r.consonant,0,indiferent,no,si,nw
11/08/2026 0:52:29,usr_mrvt0o9h_87xcv,que,PR0CN000,ə,r.consonant,0,indiferent,no,si,nw
11/08/2026 7:05:24,usr_mrynm4vz_6ub2j,vers,NCMP000,ɛrs,r.consonant,2,indiferent,no,si,nw
11/08/2026 7:05:41,usr_mrynm4vz_6ub2j,versos,NCMP000,ɛrsus,r.consonant,2,indiferent,no,si,ca
11/08/2026 7:13:39,usr_ms0wbtzx_absdx,llum,NCCS000,um,r.consonant,0,indiferent,no,si,va
11/08/2026 8:26:43,usr_ms6gfnsa_ot8rk,menja,NCFS000,enʒə,r.consonant,0,indiferent,no,si,ba
11/08/2026 8:26:43,usr_ms6gfnsa_ot8rk,menja,NCFS000,enʒə,r.consonant,0,indiferent,no,si,va
11/08/2026 10:19:16,usr_msmvi6bs_y8nms,able,***,***,r.consonant,4,indiferent,no,si,ba
11/08/2026 10:19:58,usr_msmvi6bs_y8nms,amable,AQ0CS0,abblə,r.consonant,4,indiferent,no,si,va
11/08/2026 10:20:34,usr_msmvi6bs_y8nms,amable,AQ0CS0,abblə,r.consonant,3,indiferent,no,si,ca
11/08/2026 10:21:10,usr_msmvi6bs_y8nms,amable,AQ0CS0,abblə,r.consonant,2,indiferent,no,si,ca
11/08/2026 10:21:27,usr_msmvi6bs_y8nms,amable,AQ0CS0,abblə,r.consonant,5,indiferent,no,si,ba
11/08/2026 11:00:13,usr_msmvi6bs_y8nms,ora,NCFS000,oɾə,r.consonant,3,indiferent,no,si,nw
11/08/2026 11:02:31,usr_msmvi6bs_y8nms,ora,NCFS000,oɾə,r.consonant,3,indiferent,no,si,va
11/08/2026 11:04:50,usr_msmvi6bs_y8nms,ora,NCFS000,oɾə,r.consonant,5,indiferent,no,si,nw
11/08/2026 11:49:44,usr_msohb93m_t5poq,carrer,NCMS000,e,r.consonant,0,indiferent,no,si,ba
11/08/2026 11:50:51,usr_msohco2a_i8q7x,forquilla,NCFS000,iʎə,r.consonant,0,indiferent,no,si,ba
11/08/2026 11:53:40,usr_msohb93m_t5poq,aura,NCFS000,awɾə,r.consonant,0,indiferent,no,si,ca
11/08/2026 11:54:47,usr_msohb93m_t5poq,moda,NCFS000,ɔðə,r.consonant,0,indiferent,no,si,ca
11/08/2026 11:58:22,usr_msohb93m_t5poq,venda,NCFS000,ɛndə,r.consonant,0,indiferent,no,si,va
11/08/2026 12:01:27,usr_msohb93m_t5poq,criatura,NCFS000,uɾə,r.consonant,0,indiferent,no,si,va
11/08/2026 12:10:08,usr_msohb93m_t5poq,arrogància,NCFS000,ansiə,r.consonant,0,indiferent,no,si,va
11/08/2026 12:24:47,usr_msohb93m_t5poq,carrer,NCMS000,e,r.consonant,0,indiferent,no,si,ba
11/08/2026 12:27:12,usr_msohb93m_t5poq,competència,NCFS000,ɛnsiə,r.consonant,0,indiferent,no,si,ba
11/08/2026 12:28:49,usr_msohb93m_t5poq,criminal,NCCS000,al,r.consonant,0,indiferent,no,si,ca
11/08/2026 12:29:31,usr_msohb93m_t5poq,factura,NCFS000,uɾə,r.consonant,0,indiferent,no,si,ca
11/08/2026 12:35:34,usr_msohb93m_t5poq,cuina,NCFS000,ujnə,r.consonant,0,indiferent,no,si,va
11/08/2026 12:35:46,usr_msohb93m_t5poq,dia,NCMS000,iə,r.consonant,0,indiferent,no,si,ba
11/08/2026 12:37:14,usr_msohb93m_t5poq,cadenes,NCFP000,ɛnəs,r.consonant,0,indiferent,no,si,ca
11/08/2026 12:38:05,usr_msohb93m_t5poq,orelles,NCFP000,ɛʎəs,r.consonant,0,indiferent,no,si,ca
11/08/2026 12:38:22,usr_mrvt0o9h_87xcv,ceptre,NCMS000,eptɾə,r.consonant,0,indiferent,no,si,va
11/08/2026 12:40:05,usr_msohb93m_t5poq,arrogància,NCFS000,ansiə,r.consonant,0,indiferent,no,si,ba
11/08/2026 12:42:06,usr_msohb93m_t5poq,factura,NCFS000,uɾə,r.consonant,0,indiferent,no,si,va
11/08/2026 13:24:31,usr_ms7btuyi_nml4w,manies,NCFP000,iəs,r.consonant,0,indiferent,no,si,ba
11/08/2026 13:29:19,usr_ms7btuyi_nml4w,tema,NCMS000,emə,r.consonant,0,indiferent,no,si,va
11/08/2026 13:33:33,usr_ms7btuyi_nml4w,mateixa,NCFS000,eʃə,r.consonant,0,indiferent,no,si,ca
11/08/2026 13:50:11,usr_ms7btuyi_nml4w,eclipsa,VMIP3S00,ipsə,r.consonant,0,indiferent,no,si,ba
11/08/2026 17:03:47,usr_msg99rht_qkano,callis,VMSP2S0Y,aʎis,r.consonant,0,indiferent,no,si,va
11/08/2026 18:33:38,usr_mseyq9aw_tanj6,gràcia,NCFS000,asiə,r.consonant,0,indiferent,no,si,nw
11/08/2026 18:40:17,usr_mseyq9aw_tanj6,jueu,NCMS000,ew,r.consonant,0,indiferent,no,si,ca
11/08/2026 19:23:05,usr_msg9zg8t_9tkmy,crist,NCMS000,ist,r.consonant,0,indiferent,no,si,ba
11/08/2026 19:26:40,usr_msg9zg8t_9tkmy,dreta,NCFS000,ɛtə,r.consonant,0,indiferent,no,si,ca
11/08/2026 19:46:37,usr_msoyci70_3e532,ança,***,***,r.consonant,0,indiferent,no,si,nw
11/08/2026 19:46:39,usr_msoyci70_3e532,ança,***,***,r.consonant,0,indiferent,no,si,va
11/08/2026 19:46:41,usr_msoyci70_3e532,ança,***,***,r.consonant,0,indiferent,no,si,nw
11/08/2026 19:47:08,usr_msoyci70_3e532,confiança,NCFS000,ansə,r.consonant,0,indiferent,no,si,nw
11/08/2026 19:52:22,usr_msoyci70_3e532,ansa,NCFS000,ansə,r.consonant,0,indiferent,no,si,ba
11/08/2026 19:56:00,usr_msoyci70_3e532,república,NCFS000,ubblikə,r.consonant,0,indiferent,no,si,ba
11/08/2026 20:06:40,usr_msd66n6o_jw93a,baixa,NCFS000,aʃə,r.consonant,0,indiferent,no,si,ba
11/08/2026 20:41:55,usr_mshnuwhp_iwa8q,cuaranta,***,***,r.consonant,3,indiferent,no,si,ca
11/08/2026 20:41:59,usr_mshnuwhp_iwa8q,cuaranta,***,***,r.consonant,0,indiferent,no,si,nw
11/08/2026 20:42:11,usr_mshnuwhp_iwa8q,quaranta,NCCN000,antə,r.consonant,0,indiferent,no,si,ba
11/08/2026 20:42:27,usr_mshnuwhp_iwa8q,quaranta,NCCN000,aə,r.assonant,0,indiferent,no,si,ba
11/08/2026 20:42:53,usr_mshnuwhp_iwa8q,quaranta,NCCN000,aə,r.assonant,0,indiferent,no,si,va
11/08/2026 20:44:13,usr_mshnuwhp_iwa8q,quaranta,NCCN000,aə,r.assonant,0,indiferent,no,si,nw
11/08/2026 20:46:20,usr_mshnuwhp_iwa8q,ronc,NCMS000,oŋ,r.consonant,0,indiferent,no,si,ba
11/08/2026 20:46:30,usr_mshnuwhp_iwa8q,ronc,NCMS000,o,r.assonant,0,indiferent,no,si,va
11/08/2026 20:46:48,usr_mshnuwhp_iwa8q,cor,NCMS000,ɔr,r.consonant,0,indiferent,no,si,ba
11/08/2026 20:46:48,usr_msp0hy35_dllt2,lleida,NPCNSP0,ejðə,r.consonant,0,indiferent,no,si,va
11/08/2026 20:46:49,usr_msp0hy35_dllt2,lleida,NPCNSP0,ejðə,r.consonant,0,indiferent,no,si,ba
11/08/2026 20:47:01,usr_msp0hy35_dllt2,perseida,***,***,r.consonant,0,indiferent,no,si,nw
11/08/2026 20:47:02,usr_msp0hy35_dllt2,perseida,***,***,r.consonant,0,indiferent,no,si,nw
11/08/2026 20:47:03,usr_msp0hy35_dllt2,perseida,***,***,r.consonant,0,indiferent,no,si,ca
11/08/2026 20:49:11,usr_mshnuwhp_iwa8q,millora,NCFS000,oɾə,r.consonant,0,indiferent,no,si,nw
11/08/2026 20:49:14,usr_mshnuwhp_iwa8q,millora,NCFS000,oɾə,r.consonant,3,indiferent,no,si,nw
11/08/2026 21:05:54,usr_ms2b633h_ltwxz,remei,NCMS000,ɛj,r.consonant,0,indiferent,no,si,nw
11/08/2026 22:27:34,usr_mshnuwhp_iwa8q,millora,NCFS000,oɾə,r.consonant,0,indiferent,no,si,nw
11/08/2026 22:28:57,usr_mshnuwhp_iwa8q,resaca,***,***,r.consonant,0,indiferent,no,si,ca
11/08/2026 22:29:02,usr_mshnuwhp_iwa8q,ressaca,NCFS000,akə,r.consonant,0,indiferent,no,si,ba
11/08/2026 22:29:24,usr_msp45v3w_v4ntx,que,PR0CN000,ə,r.consonant,0,indiferent,no,si,nw
11/08/2026 22:41:57,usr_mshnuwhp_iwa8q,claus,NCMP000,aws,r.consonant,0,indiferent,no,si,va
11/08/2026 22:42:15,usr_mshnuwhp_iwa8q,claus,NCMP000,a,r.assonant,0,indiferent,no,si,va
11/08/2026 22:44:53,usr_mshnuwhp_iwa8q,george,NPMSSP0,ɔ,r.assonant,0,indiferent,no,si,ca
11/08/2026 22:51:04,usr_msp4xqqb_4is44,broma,NCFS000,omə,r.consonant,0,indiferent,no,si,nw
11/08/2026 22:51:18,usr_msp4xqqb_4is44,feina,NCFS000,ɛjnə,r.consonant,0,indiferent,no,si,ba
11/08/2026 22:51:24,usr_msp4xqqb_4is44,pèl,NCMS000,ɛl,r.consonant,0,indiferent,no,si,va
11/08/2026 22:52:03,usr_mshnuwhp_iwa8q,hernia,VMIP3S00,iə,r.assonant,0,indiferent,no,si,va
11/08/2026 22:52:50,usr_mshnuwhp_iwa8q,hernia,VMIP3S00,iə,r.consonant,0,indiferent,no,si,nw
11/08/2026 22:53:53,usr_msp4xqqb_4is44,conya,NCFS000,oɲə,r.consonant,0,indiferent,no,si,ca
11/08/2026 22:53:57,usr_mshnuwhp_iwa8q,palillo,***,***,r.consonant,0,indiferent,no,si,ba
11/08/2026 22:56:39,usr_msp4xqqb_4is44,debò,***,***,r.consonant,0,indiferent,no,si,ba
11/08/2026 23:01:11,usr_msp5argc_wq4ja,enci,***,***,r.consonant,0,indiferent,no,si,ba
11/08/2026 23:01:17,usr_msp5argc_wq4ja,silenci,NCMS000,ɛnsi,r.consonant,0,indiferent,no,si,ba
11/08/2026 23:05:10,usr_msp4xqqb_4is44,granota,NCFS000,ɔtə,r.consonant,0,indiferent,no,si,ba
11/08/2026 23:06:28,usr_msp4xqqb_4is44,uniforme,NCMS000,ormə,r.consonant,0,indiferent,no,si,ca
11/08/2026 23:06:53,usr_msp4xqqb_4is44,esmòquing,NCMS000,ɔkiŋ,r.consonant,0,indiferent,no,si,ba
11/08/2026 23:07:04,usr_ms7btuyi_nml4w,estrelles,NCFP000,eʎəs,r.consonant,0,indiferent,no,si,ba
11/08/2026 23:07:11,usr_msp4xqqb_4is44,mallot,NCMS000,ɔt,r.consonant,0,indiferent,no,si,ca
11/08/2026 23:08:59,usr_msp4xqqb_4is44,vaixell,NCMS000,eʎ,r.consonant,0,indiferent,no,si,nw
11/08/2026 23:09:13,usr_msp4xqqb_4is44,producció,NCFS000,o,r.consonant,0,indiferent,no,si,ca
11/08/2026 23:11:58,usr_msp4xqqb_4is44,vida,NCFS000,iðə,r.consonant,0,indiferent,no,si,nw
11/08/2026 23:13:28,usr_msp4xqqb_4is44,barra,NCFS000,arə,r.consonant,0,indiferent,no,si,ba
11/08/2026 23:17:17,usr_msp5argc_wq4ja,sió,NPCNSP0,o,r.consonant,0,indiferent,no,si,nw
11/08/2026 23:20:52,usr_msp4xqqb_4is44,dia,NCMS000,iə,r.consonant,0,indiferent,no,si,ca
11/08/2026 23:24:52,usr_msp4xqqb_4is44,oremus,NCMN000,emus,r.consonant,0,indiferent,no,si,va
11/08/2026 23:25:40,usr_msp4xqqb_4is44,semblant,NCMS000,an,r.consonant,0,indiferent,no,si,ca
11/08/2026 23:38:30,usr_msp4xqqb_4is44,caldo,NCMS000,aldu,r.consonant,0,indiferent,no,si,ca
11/08/2026 23:46:42,usr_msp4xqqb_4is44,ortopeda,***,***,r.consonant,0,indiferent,no,si,ca
11/08/2026 23:46:47,usr_msp4xqqb_4is44,galleda,NCFS000,ɛðə,r.consonant,0,indiferent,no,si,nw
